State,County,Violent_crime,MNNM,Rape1,Robbery,Aggravated assault,"Property 
Crime",Burglary,Larceny-theft,Motor vehicle theft,Arson2
Alabama,Autauga,59,3,14,3,39,267,53,178,36,
Alabama,Cherokee,67,1,12,2,52,313,80,179,54,
Alabama,Clarke,42,2,6,2,32,53,27,17,9,
Alabama,Marengo,26,6,2,1,17,88,27,42,19,
Arizona,Mohave,153,11,10,7,125,"1,637",445,"1,018",174,
Arizona,Pima4,922,23,59,145,695,"7,020","1,036","5,494",490,64
Arizona,Pinal,269,7,2,18,242,"1,438",328,921,189,12
Arizona,Yavapai,193,1,15,2,175,837,158,578,101,
Arizona,Yuma,155,8,25,6,116,830,243,480,107,11
Arizona,Gila,186,6,4,2,174,370,52,236,82,
Arizona,Graham,9,0,0,0,9,98,17,70,11,
Arizona,Greenlee,4,1,2,0,1,27,13,11,3,0
Arizona,Navajo,46,3,0,1,42,261,101,116,44,
Arizona,Santa Cruz,3,0,0,0,3,104,16,67,21,
Arkansas,Benton,149,1,21,4,123,494,191,238,65,3
Arkansas,Cleveland,40,0,2,1,37,111,40,58,13,0
Arkansas,Craighead,55,0,9,3,43,305,125,143,37,7
Arkansas,Crawford,46,0,3,0,43,214,32,161,21,1
Arkansas,Crittenden,158,6,24,9,119,236,63,145,28,9
Arkansas,Faulkner,155,1,25,2,127,791,172,496,123,8
Arkansas,Franklin,63,4,6,0,53,144,57,68,19,0
Arkansas,Garland,295,0,38,10,247,"1,299",544,621,134,0
Arkansas,Grant,19,0,5,2,12,212,37,164,11,0
Arkansas,Jefferson,121,1,16,6,98,359,81,211,67,4
Arkansas,Lincoln,3,0,2,0,1,28,4,18,6,0
Arkansas,Little River,24,0,5,0,19,67,11,41,15,2
Arkansas,Lonoke,108,4,18,2,84,471,71,284,116,4
Arkansas,Madison,63,0,13,2,48,111,35,60,16,4
Arkansas,Miller,54,0,12,1,41,198,69,105,24,0
Arkansas,Perry,39,0,4,0,35,93,19,74,0,0
Arkansas,Poinsett,50,0,10,2,38,118,38,67,13,4
Arkansas,Pulaski,641,7,33,29,572,"1,595",318,"1,050",227,18
Arkansas,Saline,185,0,25,7,153,649,256,293,100,5
Arkansas,Sebastian,51,0,7,1,43,141,40,86,15,3
Arkansas,Washington,190,3,20,1,166,571,137,364,70,3
Arkansas,Arkansas,22,0,2,0,20,78,6,46,26,1
Arkansas,Ashley,23,1,2,1,19,113,16,79,18,1
Arkansas,Baxter,66,4,17,0,45,493,94,351,48,2
Arkansas,Boone,195,4,45,2,144,205,45,127,33,2
Arkansas,Bradley,14,0,2,0,12,49,25,21,3,1
Arkansas,Calhoun,13,0,2,0,11,50,19,25,6,0
Arkansas,Carroll,41,2,1,0,38,149,27,78,44,5
Arkansas,Chicot,4,0,2,0,2,78,12,66,0,1
Arkansas,Clark,12,0,4,0,8,56,21,29,6,1
Arkansas,Cleburne,153,1,16,2,134,311,104,175,32,13
Arkansas,Columbia,41,3,2,0,36,81,16,56,9,1
Arkansas,Conway,56,0,6,0,50,217,38,160,19,7
Arkansas,Drew,21,2,3,2,14,117,42,60,15,2
Arkansas,Fulton,25,1,5,0,19,59,0,52,7,2
Arkansas,Hempstead,41,0,7,3,31,138,25,92,21,0
Arkansas,Howard,18,1,2,1,14,29,16,12,1,2
Arkansas,Independence,196,2,40,6,148,421,119,248,54,13
Arkansas,Izard,60,0,10,1,49,192,68,112,12,1
Arkansas,Jackson,37,1,8,2,26,133,9,86,38,0
Arkansas,Johnson,81,0,19,2,60,94,42,45,7,1
Arkansas,Lee,11,1,2,0,8,110,27,67,16,11
Arkansas,Logan,53,0,4,1,48,171,48,103,20,1
Arkansas,Mississippi,37,0,4,1,32,319,114,148,57,3
Arkansas,Monroe,7,0,2,0,5,22,4,16,2,0
Arkansas,Nevada,12,0,2,3,7,23,11,10,2,0
Arkansas,Pike,26,0,7,0,19,133,30,99,4,3
Arkansas,Polk,61,0,5,0,56,59,12,45,2,0
Arkansas,Pope,84,0,14,1,69,259,82,143,34,5
Arkansas,Prairie,4,0,2,1,1,55,13,37,5,0
Arkansas,Randolph,30,1,9,0,20,107,22,73,12,2
Arkansas,Scott,25,2,1,1,21,49,18,25,6,3
Arkansas,Searcy,16,0,2,0,14,15,11,4,0,0
Arkansas,Sevier,20,0,7,0,13,61,23,29,9,1
Arkansas,St. Francis,35,1,8,4,22,164,64,88,12,2
Arkansas,Union,61,0,3,3,55,238,71,140,27,0
Arkansas,Van Buren,43,0,1,0,42,151,36,88,27,6
Arkansas,White,207,4,39,8,156,672,166,422,84,10
Arkansas,Yell,52,2,9,2,39,148,48,85,15,7
California,Alameda,700,5,27,162,506,"2,286",369,"1,165",752,22
California,Butte,341,5,44,27,265,"1,120",422,674,24,5
California,Contra Costa,298,4,14,82,198,"1,178",304,827,47,5
California,El Dorado,219,0,45,30,144,"1,735",361,"1,353",21,5
California,Fresno,"1,137",10,56,135,936,"3,035","1,067","1,374",594,248
California,Imperial,200,1,16,9,174,711,239,372,100,35
California,Kern,"3,369",59,143,454,"2,713","8,708","2,445","3,599","2,664",279
California,Kings,103,2,15,18,68,377,119,242,16,2
California,Los Angeles,"5,605",96,270,"1,256","3,983","15,554","2,381","8,323","4,850",285
California,Madera,231,4,22,30,175,673,118,528,27,4
California,Marin,90,1,7,13,69,812,151,656,5,1
California,Merced,467,3,19,30,415,"1,357",360,797,200,10
California,Monterey,221,3,30,25,163,"1,084",242,803,39,5
California,Napa,57,0,11,4,42,336,147,175,14,4
California,Orange,254,1,24,27,202,909,106,682,121,4
California,Placer,220,2,19,24,175,952,247,674,31,5
California,Riverside,964,43,32,149,740,"6,901","1,242","3,969","1,690",25
California,Sacramento,"2,579",48,186,560,"1,785","7,753","2,228","5,349",176,90
California,San Benito,33,1,5,2,25,158,41,100,17,0
California,San Bernardino,"1,859",23,104,133,"1,599","3,251",902,"1,421",928,72
California,San Diego,"1,435",19,100,182,"1,134","3,894",742,"2,318",834,38
California,San Joaquin,822,16,18,150,638,"2,652",600,"1,880",172,44
California,San Luis Obispo,260,1,28,12,219,"1,065",314,718,33,6
California,San Mateo,319,2,85,74,158,"2,896",334,"2,172",390,13
California,Santa Barbara,225,0,34,32,159,"1,616",277,"1,279",60,15
California,Santa Clara,323,1,46,26,250,"1,296",188,854,254,0
California,Santa Cruz,315,6,29,39,241,"1,566",348,"1,172",46,9
California,Shasta,393,7,22,23,341,666,303,319,44,5
California,Solano,115,4,15,12,84,419,126,204,89,14
California,Sonoma,586,1,56,39,490,986,357,621,8,26
California,Stanislaus,436,7,20,117,292,"1,171",365,764,42,8
California,Sutter,69,1,4,12,52,530,145,318,67,2
California,Tulare5,344,9,29,65,241,"1,884",603,"1,260",21,0
California,Ventura,98,1,20,13,64,730,129,517,84,13
California,Yolo,64,2,5,4,53,266,87,157,22,2
California,Yuba,256,2,17,40,197,880,247,608,25,24
California,Alpine,19,0,0,0,19,13,4,9,0,0
California,Amador,90,2,5,7,76,312,92,218,2,3
California,Calaveras,146,0,18,5,123,557,209,335,13,0
California,Colusa,24,0,3,3,18,165,55,108,2,3
California,Del Norte,121,2,44,15,60,313,95,212,6,13
California,Glenn,128,2,14,5,107,288,85,170,33,1
California,Humboldt,288,5,23,33,227,967,364,577,26,18
California,Inyo,101,1,7,8,85,165,67,97,1,3
California,Lake,193,1,10,11,171,465,237,224,4,11
California,Lassen,70,0,3,7,60,106,55,48,3,2
California,Mariposa,61,0,12,1,48,183,54,125,4,0
California,Mendocino,187,6,22,12,147,664,187,474,3,19
California,Modoc,23,1,0,1,21,31,10,19,2,1
California,Mono,21,2,3,2,14,58,26,31,1,1
California,Nevada,116,4,13,10,89,342,146,189,7,1
California,Plumas,159,1,18,0,140,282,92,186,4,2
California,Sierra,4,0,0,0,4,17,7,10,0,0
California,Siskiyou,98,2,13,4,79,154,69,77,8,2
California,Tehama,161,5,14,12,130,384,131,238,15,1
California,Trinity,82,2,3,7,70,147,56,86,5,4
California,Tuolumne,205,0,75,12,118,603,268,328,7,11
Colorado,Adams,620,3,96,67,454,"3,151",397,"1,664","1,090",47
Colorado,Arapahoe,221,0,21,15,185,"2,352",402,"1,378",572,13
Colorado,Boulder,80,0,8,8,64,760,175,511,74,8
Colorado,Clear Creek,9,0,0,0,9,50,5,36,9,1
Colorado,Douglas,326,3,82,13,228,"2,426",370,"1,738",318,47
Colorado,Elbert,12,1,6,1,4,11,1,5,5,1
Colorado,El Paso,545,9,131,45,360,"2,334",389,"1,618",327,33
Colorado,Gilpin,11,0,3,0,8,84,16,61,7,0
Colorado,Mesa,193,0,41,10,142,"1,370",342,848,180,16
Colorado,Park,38,0,6,0,32,45,15,23,7,1
Colorado,Pueblo6,35,2,0,10,23,,216,,140,3
Colorado,Teller,31,0,7,1,23,80,21,47,12,0
Colorado,Weld,204,2,39,0,163,809,143,486,180,13
Colorado,Bent,17,0,4,1,12,112,34,66,12,0
Colorado,Chaffee,5,0,1,0,4,97,15,61,21,0
Colorado,Cheyenne,1,0,0,0,1,5,1,3,1,0
Colorado,Conejos,6,0,3,0,3,38,33,1,4,1
Colorado,Crowley,5,0,3,0,2,60,20,34,6,1
Colorado,Custer,12,0,1,3,8,79,24,50,5,2
Colorado,Delta,12,1,6,1,4,222,80,122,20,7
Colorado,Dolores,4,0,1,0,3,11,5,3,3,0
Colorado,Eagle,30,1,10,0,19,110,13,86,11,3
Colorado,Fremont,39,1,15,0,23,174,49,89,36,2
Colorado,Garfield,58,0,15,0,43,244,71,132,41,12
Colorado,Gunnison,3,0,0,0,3,25,3,19,3,0
Colorado,Hinsdale,0,0,0,0,0,4,0,3,1,0
Colorado,Huerfano,22,0,2,4,16,158,55,78,25,4
Colorado,Jackson,6,0,1,0,5,24,10,10,4,0
Colorado,Kiowa,0,0,0,0,0,4,0,3,1,0
Colorado,La Plata,32,0,12,1,19,285,110,139,36,4
Colorado,Las Animas,5,0,1,0,4,72,21,38,13,4
Colorado,Logan,21,1,5,1,14,101,35,50,16,5
Colorado,Mineral,0,0,0,0,0,0,0,0,0,0
Colorado,Moffat,8,1,0,0,7,39,16,20,3,0
Colorado,Montezuma,24,0,2,1,21,149,49,83,17,2
Colorado,Montrose,36,1,2,1,32,196,27,141,28,3
Colorado,Morgan,27,0,3,0,24,126,45,63,18,3
Colorado,Otero,17,0,4,2,11,52,16,24,12,0
Colorado,Ouray,6,0,1,0,5,26,6,18,2,0
Colorado,Phillips,1,0,0,0,1,8,0,2,6,0
Colorado,Pitkin,3,0,1,0,2,26,3,21,2,0
Colorado,Prowers,9,0,0,0,9,14,3,9,2,1
Colorado,Rio Blanco,4,0,1,0,3,14,1,13,0,0
Colorado,Rio Grande,4,0,1,0,3,57,15,40,2,0
Colorado,Routt,8,1,2,0,5,64,18,40,6,1
Colorado,San Juan,0,0,0,0,0,4,0,4,0,0
Colorado,San Miguel,8,0,8,0,0,3,0,1,2,0
Colorado,Sedgwick,1,0,0,0,1,1,1,0,0,0
Colorado,Summit,39,0,7,1,31,225,40,162,23,2
Colorado,Washington,7,0,1,0,6,57,10,32,15,2
Colorado,Yuma,3,0,1,0,2,62,16,35,11,1
Delaware,New Castle County Police Department,934,11,62,128,733,"4,466",629,"3,247",590,3
Florida,Alachua,911,6,98,133,674,"1,838",379,"1,280",179,23
Florida,Baker,131,2,11,3,115,274,33,212,29,0
Florida,Bay,319,4,30,22,263,"1,873",378,"1,310",185,3
Florida,Brevard,518,7,52,52,407,"2,925",526,"2,138",261,15
Florida,Broward,333,8,19,49,257,507,66,396,45,1
Florida,Charlotte,278,1,32,19,226,"1,376",207,"1,060",109,6
Florida,Citrus,403,7,25,38,333,"1,926",334,"1,402",190,6
Florida,Clay,491,5,81,70,335,"2,420",314,"1,928",178,19
Florida,Collier,837,5,61,120,651,"3,416",377,"2,732",307,15
Florida,Escambia,"1,604",27,198,324,"1,055","6,782","1,395","4,743",644,27
Florida,Flagler,216,0,27,6,183,758,83,628,47,2
Florida,Gadsden,75,3,10,6,56,227,110,96,21,0
Florida,Gilchrist,24,0,2,0,22,84,28,47,9,1
Florida,Hernando,440,7,51,49,333,"2,058",342,"1,560",156,23
Florida,Highlands,207,5,21,24,157,"1,432",259,"1,043",130,7
Florida,Hillsborough,"1,878",37,248,262,"1,331","8,728","1,191","6,610",927,39
Florida,Indian River,156,3,9,18,126,"1,404",129,"1,135",140,3
Florida,Jefferson,93,0,5,0,88,136,47,75,14,2
Florida,Lake,472,12,72,50,338,"1,933",401,"1,282",250,13
Florida,Lee,"1,367",22,179,217,949,"4,195",677,"3,029",489,27
Florida,Leon,271,5,27,29,210,"1,283",247,923,113,2
Florida,Levy,454,1,33,5,415,429,174,205,50,2
Florida,Manatee,"1,474",8,187,178,"1,101","4,342",611,"3,331",400,16
Florida,Marion,"1,094",16,125,73,880,"3,781",890,"2,436",455,4
Florida,Martin,305,5,70,39,191,"1,409",170,"1,166",73,3
Florida,Miami-Dade,"6,096",113,410,967,"4,606","26,907","2,400","21,458","3,049",113
Florida,Nassau,152,1,30,7,114,900,310,490,100,1
Florida,Okaloosa,471,3,62,26,380,"1,902",236,"1,496",170,2
Florida,Orange,"4,564",69,394,817,"3,284","15,877","2,353","11,698","1,826",0
Florida,Osceola,732,11,76,110,535,"3,974",797,"2,893",284,3
Florida,Palm Beach,"1,438",22,196,230,990,"8,539",892,"6,745",902,33
Florida,Pasco,"1,457",14,173,193,"1,077","5,516",832,"4,154",530,52
Florida,Pinellas,512,6,100,73,333,"3,082",439,"2,410",233,19
Florida,Polk,"1,327",22,78,89,"1,138","4,500",792,"3,168",540,5
Florida,Santa Rosa,221,5,43,15,158,"1,276",267,904,105,4
Florida,Sarasota,489,3,40,63,383,"3,844",553,"3,077",214,3
Florida,Seminole,438,8,77,51,302,"1,852",258,"1,463",131,5
Florida,St. Johns,293,4,11,23,255,"1,654",225,"1,300",129,4
Florida,St. Lucie,297,6,41,40,210,"1,072",186,788,98,8
Florida,Sumter,210,2,20,14,174,783,128,571,84,4
Florida,Volusia,645,8,91,120,426,"1,798",329,"1,276",193,11
Florida,Wakulla,82,2,7,4,69,421,112,282,27,0
Florida,Walton,87,1,16,3,67,680,149,472,59,2
Florida,Bradford,34,0,3,4,27,76,29,40,7,1
Florida,Calhoun,33,3,1,2,27,78,22,44,12,0
Florida,Columbia,170,2,18,22,128,802,334,425,43,1
Florida,DeSoto,137,2,20,11,104,453,134,284,35,3
Florida,Dixie,80,1,8,4,67,139,76,44,19,4
Florida,Franklin,32,0,3,0,29,211,44,160,7,0
Florida,Glades,33,0,2,2,29,93,17,62,14,0
Florida,Gulf,60,0,8,0,52,159,47,103,9,4
Florida,Hamilton,46,1,3,5,37,195,69,115,11,0
Florida,Hardee,74,1,6,5,62,283,66,181,36,3
Florida,Hendry,117,4,6,20,87,550,233,256,61,4
Florida,Holmes,57,1,4,0,52,156,47,92,17,1
Florida,Lafayette,26,0,0,2,24,21,9,10,2,0
Florida,Liberty,6,0,0,0,6,54,6,48,0,0
Florida,Madison,127,1,5,3,118,162,46,114,2,0
Florida,Monroe,190,3,17,16,154,520,58,437,25,1
Florida,Okeechobee,194,4,20,21,149,832,168,582,82,1
Florida,Putnam,89,3,14,19,53,745,174,526,45,2
Florida,Suwannee,157,1,13,7,136,444,151,260,33,1
Florida,Taylor,65,1,6,0,58,208,91,87,30,1
Florida,Union,37,1,3,2,31,97,41,45,11,1
Florida,Washington,27,1,1,0,25,110,37,52,21,1
Georgia,Barrow,98,0,16,10,72,968,144,727,97,7
Georgia,Bartow4,101,4,18,10,69,"1,373",171,"1,063",139,23
Georgia,Bibb4,"1,438",40,56,207,"1,135","5,199",886,"3,616",697,50
Georgia,Brantley4,36,0,4,3,29,349,90,232,27,5
Georgia,Brooks4,43,2,3,0,38,164,41,100,23,1
Georgia,Bryan4,60,2,16,2,40,191,28,143,20,1
Georgia,Burke4,36,1,2,8,25,221,59,138,24,5
Georgia,Butts4,34,1,6,5,22,185,14,128,43,1
Georgia,Carroll,172,3,14,16,139,"1,094",298,656,140,7
Georgia,Catoosa4,98,0,12,3,83,549,105,372,72,3
Georgia,Cherokee4,144,1,22,12,109,728,123,543,62,2
Georgia,Clayton County Police Department4,"1,504",34,128,320,"1,022","5,565",791,"3,877",897,25
Georgia,Cobb4,26,0,9,1,16,302,1,294,7,1
Georgia,Cobb County Police Department4,"1,353",26,138,266,923,"7,980","1,007","6,097",876,17
Georgia,Coweta,647,5,56,17,569,841,145,619,77,4
Georgia,Crawford4,23,2,6,0,15,148,48,89,11,0
Georgia,Dougherty4,1,0,0,0,1,10,0,9,1,0
Georgia,Dougherty County Police Department4,56,1,3,3,49,259,66,143,50,0
Georgia,Douglas4,244,4,16,19,205,"1,045",163,749,133,2
Georgia,Echols,3,0,1,0,2,13,2,8,3,0
Georgia,Effingham4,37,3,6,3,25,277,85,153,39,4
Georgia,Fayette4,38,1,4,3,30,323,53,242,28,2
Georgia,Floyd4,14,0,4,0,10,1,0,1,0,0
Georgia,Floyd County Police Department4,183,3,44,5,131,556,105,380,71,3
Georgia,Forsyth4,132,0,29,13,90,"1,103",159,865,79,2
Georgia,Hall,274,7,41,21,205,"1,308",210,938,160,3
Georgia,Haralson4,86,2,9,4,71,340,89,183,68,3
Georgia,Harris4,5,1,0,1,3,94,17,68,9,0
Georgia,Heard,21,0,1,1,19,118,29,76,13,1
Georgia,Jasper4,38,0,4,1,33,162,30,104,28,5
Georgia,Jones4,45,0,6,3,36,296,47,210,39,3
Georgia,Lanier4,13,0,4,0,9,106,26,68,12,1
Georgia,Lee4,66,2,14,8,42,385,76,259,50,2
Georgia,Liberty,17,1,4,5,7,165,33,114,18,6
Georgia,Long4,15,3,7,3,2,85,22,45,18,1
Georgia,Lowndes4,141,0,35,18,88,970,150,718,102,8
Georgia,Madison4,74,0,5,1,68,312,81,184,47,9
Georgia,Marion4,6,1,3,0,2,31,7,18,6,1
Georgia,McDuffie4,40,1,7,0,32,149,47,80,22,0
Georgia,Meriwether,45,1,5,1,38,158,50,84,24,0
Georgia,Murray4,97,2,24,3,68,422,68,316,38,1
Georgia,Muscogee4,4,0,0,0,4,3,0,3,0,0
Georgia,Newton,279,4,25,29,221,"1,214",197,848,169,6
Georgia,Oglethorpe4,39,0,2,2,35,125,29,85,11,2
Georgia,Paulding,375,1,43,17,314,"1,279",201,966,112,12
Georgia,Peach,38,0,8,2,28,177,44,110,23,0
Georgia,Pickens4,61,0,15,1,45,227,41,161,25,0
Georgia,Pike4,31,0,8,5,18,170,27,123,20,1
Georgia,Spalding4,142,2,14,7,119,596,124,382,90,2
Georgia,Twiggs4,15,0,1,0,14,107,21,71,15,4
Georgia,Walton4,40,1,5,4,30,279,24,219,36,0
Georgia,Whitfield4,284,1,28,7,248,"1,051",201,738,112,2
Georgia,Worth4,52,1,9,2,40,170,55,82,33,2
Georgia,Atkinson4,23,0,1,1,21,76,17,48,11,0
Georgia,Baldwin4,119,3,14,5,97,527,64,405,58,1
Georgia,Banks4,37,0,5,2,30,320,31,273,16,2
Georgia,Ben Hill4,44,1,6,1,36,166,43,108,15,0
Georgia,Berrien4,28,1,10,0,17,151,48,90,13,1
Georgia,Bleckley4,21,1,4,2,14,94,16,62,16,0
Georgia,Charlton,17,1,3,2,11,55,17,27,11,
Georgia,Chattooga4,23,1,6,1,15,255,42,191,22,1
Georgia,Clay4,8,0,0,1,7,31,9,21,1,0
Georgia,Cook4,17,0,2,0,15,148,39,95,14,0
Georgia,Crisp,14,0,1,2,11,265,58,196,11,2
Georgia,Decatur4,32,1,9,2,20,263,73,160,30,3
Georgia,Dodge4,22,0,5,2,15,192,88,91,13,0
Georgia,Early4,15,0,0,0,15,77,28,42,7,0
Georgia,Elbert,21,1,4,1,15,157,46,104,7,2
Georgia,Franklin4,24,0,2,0,22,207,65,115,27,2
Georgia,Gilmer4,91,1,20,2,68,210,52,135,23,2
Georgia,Gordon,61,0,9,5,47,437,95,296,46,0
Georgia,Grady4,35,1,6,0,28,300,97,161,42,0
Georgia,Greene4,35,2,3,1,29,131,24,89,18,0
Georgia,Habersham4,16,0,5,1,10,259,53,176,30,1
Georgia,Hancock4,16,0,4,2,10,48,5,38,5,0
Georgia,Irwin4,8,1,0,2,5,76,14,50,12,3
Georgia,Jackson4,81,1,9,4,67,643,120,455,68,8
Georgia,Jeff Davis4,23,0,3,1,19,63,12,38,13,0
Georgia,Jenkins4,7,0,1,0,6,37,11,22,4,1
Georgia,Laurens,74,3,9,4,58,418,100,271,47,3
Georgia,Lumpkin4,55,0,6,1,48,235,29,192,14,2
Georgia,Mitchell4,21,0,7,0,14,251,58,153,40,2
Georgia,Pierce,48,0,4,6,38,277,69,180,28,2
Georgia,Polk,5,0,0,0,5,1,1,0,0,0
Georgia,Polk County Police Department4,44,0,3,4,37,459,99,296,64,7
Georgia,Pulaski4,35,1,5,4,25,192,44,129,19,2
Georgia,Rabun4,9,0,3,1,5,170,29,125,16,0
Georgia,Seminole4,13,0,1,2,10,75,21,49,5,2
Georgia,Sumter,19,1,2,3,13,104,43,55,6,1
Georgia,Tattnall4,26,0,9,2,15,201,58,111,32,2
Georgia,Thomas4,63,1,14,2,46,409,99,269,41,2
Georgia,Tift,178,0,8,14,156,592,119,405,68,0
Georgia,Towns4,14,0,1,0,13,60,15,41,4,0
Georgia,Treutlen4,2,0,0,1,1,47,12,28,7,2
Georgia,Turner4,10,0,0,0,10,60,21,34,5,0
Georgia,Union4,12,0,3,0,9,217,41,160,16,5
Georgia,Ware4,42,2,4,1,35,137,31,79,27,1
Georgia,Webster4,0,0,0,0,0,0,0,0,0,0
Georgia,White,24,0,4,0,20,91,24,54,13,1
Georgia,Wilcox4,9,0,5,0,4,57,25,25,7,0
Georgia,Wilkes4,94,0,1,5,88,199,55,125,19,0
Georgia,Wilkinson4,10,0,1,1,8,31,10,18,3,2
Hawaii,Hawaii Police Department,613,13,109,59,432,"4,030",655,"2,710",665,71
Hawaii,Kauai Police Department,194,1,59,10,124,"1,083",184,806,93,12
Idaho,Ada,243,0,41,7,195,685,152,498,35,4
Idaho,Boise,29,0,4,0,25,48,5,34,9,2
Idaho,Bonneville,130,1,17,6,106,654,171,419,64,4
Idaho,Butte,4,0,1,0,3,5,2,1,2,0
Idaho,Canyon,152,0,33,2,117,397,143,173,81,6
Idaho,Gem,14,0,1,0,13,44,21,21,2,0
Idaho,Jefferson,13,1,4,1,7,143,30,84,29,1
Idaho,Jerome,34,0,5,2,27,77,16,46,15,2
Idaho,Kootenai,101,1,12,3,85,750,156,551,43,12
Idaho,Nez Perce,12,2,2,0,8,49,11,32,6,0
Idaho,Owyhee,17,1,5,0,11,49,13,29,7,0
Idaho,Power,16,0,2,0,14,55,11,30,14,1
Idaho,Twin Falls7,51,0,11,0,40,,,30,13,1
Idaho,Adams,9,2,0,0,7,48,9,37,2,0
Idaho,Bear Lake,0,0,0,0,0,0,0,0,0,0
Idaho,Benewah,30,0,0,0,30,53,13,38,2,2
Idaho,Bingham,29,0,10,1,18,161,37,110,14,0
Idaho,Blaine,12,0,2,0,10,9,6,3,0,1
Idaho,Bonner,46,1,8,0,37,252,83,146,23,2
Idaho,Boundary,12,0,6,0,6,38,13,21,4,0
Idaho,Camas,2,0,0,0,2,2,0,2,0,0
Idaho,Caribou,6,0,0,0,6,16,3,10,3,0
Idaho,Cassia,36,0,5,0,31,228,29,173,26,1
Idaho,Clearwater,11,0,0,0,11,6,2,4,0,0
Idaho,Custer,7,0,3,0,4,20,4,15,1,0
Idaho,Elmore,32,0,4,3,25,13,3,10,0,0
Idaho,Fremont,18,0,1,0,17,39,4,32,3,0
Idaho,Gooding,19,0,1,0,18,45,17,19,9,0
Idaho,Latah,17,0,3,0,14,101,34,62,5,1
Idaho,Lemhi,7,0,0,0,7,3,2,1,0,0
Idaho,Lewis,2,0,0,0,2,40,5,28,7,0
Idaho,Lincoln,5,0,3,0,2,21,7,12,2,0
Idaho,Madison,11,0,2,0,9,11,2,6,3,0
Idaho,Minidoka,9,0,3,0,6,106,35,62,9,1
Idaho,Oneida,2,0,0,0,2,37,11,22,4,0
Idaho,Payette,27,0,3,0,24,60,11,43,6,0
Idaho,Shoshone,29,0,5,0,24,99,23,66,10,0
Idaho,Teton,13,0,6,1,6,23,0,21,2,0
Idaho,Valley,19,0,11,0,8,59,21,33,5,1
Idaho,Washington,10,0,0,0,10,15,1,9,5,0
Illinois,Alexander,6,0,0,0,6,,6,,0,0
Illinois,Champaign,22,1,13,6,2,,97,,58,5
Illinois,Clinton,6,0,0,0,6,,7,,1,0
Illinois,Cook,222,2,55,35,130,,117,,116,6
Illinois,DeKalb,24,0,1,2,21,,37,,3,0
Illinois,Fulton,13,1,6,0,6,,53,,10,4
Illinois,Grundy,12,1,4,1,6,,22,,3,3
Illinois,Henry,11,0,0,0,11,,17,,2,0
Illinois,Jackson,34,1,8,1,24,,90,,26,4
Illinois,Jersey,24,0,7,0,17,,96,,5,3
Illinois,Johnson,13,0,0,0,13,,17,,9,1
Illinois,Kane,92,0,18,12,62,,73,,30,4
Illinois,Kankakee,40,1,8,3,28,,72,,32,5
Illinois,Kendall,18,1,8,2,7,,31,,18,1
Illinois,Lake,92,2,18,16,56,,140,,80,5
Illinois,Macon,30,0,4,1,25,,39,,6,1
Illinois,Macoupin,10,0,0,0,10,,57,,36,4
Illinois,Madison,162,1,39,14,108,,242,,98,13
Illinois,Marshall,4,0,1,0,3,,25,,7,1
Illinois,McHenry,66,1,21,0,44,,58,,19,1
Illinois,McLean,36,0,10,0,26,,41,,15,1
Illinois,Mercer,10,1,7,0,2,,48,,8,1
Illinois,Monroe,15,0,1,0,14,,18,,9,0
Illinois,Peoria,85,0,17,8,60,,216,,70,3
Illinois,Piatt,20,0,5,0,15,,18,,7,1
Illinois,Rock Island,40,0,8,1,31,,86,,15,0
Illinois,Sangamon,182,1,20,12,149,,205,,77,1
Illinois,Stark,7,0,0,0,7,,8,,6,0
Illinois,Tazewell,24,0,5,2,17,,41,,21,0
Illinois,Vermilion,54,0,0,4,50,,116,,24,1
Illinois,Will7,158,5,45,17,91,,,,78,5
Illinois,Winnebago,102,3,34,6,59,,125,,41,2
Illinois,Bureau,18,0,6,0,12,,35,,11,5
Illinois,Carroll,6,0,0,0,6,,5,,1,0
Illinois,Christian,10,0,1,1,8,,12,,12,1
Illinois,Clark,11,1,2,1,7,,3,,2,0
Illinois,Clay,5,0,0,0,5,,22,,7,0
Illinois,Coles,19,0,8,1,10,,10,,3,1
Illinois,Crawford,9,0,1,1,7,,22,,8,1
Illinois,Cumberland,1,0,0,0,1,,3,,2,0
Illinois,Effingham,20,0,1,0,19,,17,,15,1
Illinois,Fayette,2,0,0,2,0,,30,,13,0
Illinois,Ford,11,0,5,0,6,,25,,0,0
Illinois,Franklin,17,0,2,2,13,,44,,1,0
Illinois,Gallatin,3,0,1,0,2,,7,,1,0
Illinois,Hancock,6,2,2,0,2,,29,,7,1
Illinois,Iroquois,12,0,2,1,9,,42,,12,0
Illinois,Jasper7,16,0,3,0,13,,17,,,1
Illinois,Jefferson,39,0,4,2,33,,67,,19,0
Illinois,Jo Daviess,6,0,2,0,4,,29,,2,0
Illinois,Knox,62,0,11,0,51,,62,,23,2
Illinois,La Salle,65,0,24,2,39,,40,,14,1
Illinois,Lee,25,0,0,1,24,,24,,6,5
Illinois,Livingston,40,0,16,4,20,,53,,15,1
Illinois,Logan,18,0,4,1,13,,27,,6,1
Illinois,Marion,17,0,8,1,8,,83,,22,0
Illinois,McDonough,5,0,3,0,2,,10,,2,0
Illinois,Montgomery,34,1,0,1,32,,38,,2,0
Illinois,Morgan,10,0,5,0,5,,22,,0,0
Illinois,Ogle,23,1,0,1,21,,34,,13,1
Illinois,Perry,10,0,0,0,10,,26,,9,1
